"Metabolites","class","PC1","PC2","PC3","PC4","PC5"
"DG(18:2_20:0)","Diacylglycerols",-0.0042601,0.0024993,0.019779,-0.0046228,-0.088231
"TG(22:6_34:3)","Triacylglycerols",0.0041944,0.035993,0.023771,0.025242,-0.087021
"TG(18:2_31:0)","Triacylglycerols",-0.0041606,-0.01145,0.070769,-0.02504,-0.047606
"C5:1-DC","Acylcarnitines",-0.0040559,0.045895,0.032551,0.047709,0.017099
"TG(18:1_28:1)","Triacylglycerols",-0.0040195,0.008762,0.032666,-0.029002,0.067008
"TG(20:1_32:3)","Triacylglycerols",0.0039229,0.023847,-0.010386,-0.0019774,-0.0083725
"C8","Acylcarnitines",0.0038619,0.043788,0.010277,-0.12006,0.010948
"TG(16:0_38:3)","Triacylglycerols",0.0038431,0.083461,-0.0081075,0.039911,0.063731
"TG(17:1_38:7)","Triacylglycerols",0.0037228,-0.015147,0.025729,-0.010962,-0.013034
"TCDCA","Bile Acids",-0.0035464,0.054671,0.0089726,-0.06165,-0.00010937
"Cer(d18:1/14:0)","Ceramides",0.0033407,-0.0096893,-0.019359,-0.043042,-0.049351
"Cer(d18:0/26:1(OH))","Dihydroceramides",0.0032683,0.0056984,0.062601,0.0033258,-0.042526
"FA(20:1)","Fatty Acids",-0.0031914,-0.010234,-0.051707,-0.0093444,0.021721
"TG(18:3_36:4)","Triacylglycerols",-0.0031214,0.032796,0.047598,-0.069413,-0.079128
"TG(18:0_36:3)","Triacylglycerols",-0.003023,0.07031,-0.0088454,0.059457,0.08834
"TG(20:4_32:1)","Triacylglycerols",-0.0029553,0.071626,0.018558,-0.069143,0.032476
"TG(22:6_32:0)","Triacylglycerols",0.0029474,0.091149,0.0017677,0.049582,0.027948
"Hex3Cer(d18:1/18:0)","Glycosylceramides",-0.0029047,-0.031346,-0.078474,-0.062601,-0.029783
"TG(18:2_34:3)","Triacylglycerols",0.0027106,0.074973,-0.020526,0.035504,0.036036
"Cer(d18:0/18:0(OH))","Dihydroceramides",-0.0027063,0.017618,0.00067714,-0.047143,0.027688
"Spermine","Biogenic Amines",0.0026097,0.028805,-0.035124,0.035712,-0.071915
"CE(17:1)","Cholesterol Esters",-0.002363,0.031473,0.052542,0.013785,0.055715
"TG(20:3_36:4)","Triacylglycerols",0.0020736,0.022147,0.0089221,-0.049752,-0.089768
"TG(14:0_36:3)","Triacylglycerols",-0.0019977,0.093908,-0.053885,0.022409,0.027845
"HexCer(d18:1/26:0)","Glycosylceramides",0.00199,-0.012674,-0.083804,0.027908,-0.071347
"DG(16:1_20:0)","Diacylglycerols",0.0019853,0.0278,-0.070237,-0.024694,0.027205
"TG(18:1_36:1)","Triacylglycerols",-0.0019853,0.06738,0.0029829,0.010829,-0.010569
"TG(17:2_38:5)","Triacylglycerols",-0.0018487,0.05394,-0.016354,-0.062045,0.075037
"TG(16:0_40:8)","Triacylglycerols",-0.0018122,-0.024161,0.080489,-0.018262,0.028161
"TG(20:2_32:1)","Triacylglycerols",-0.0017483,0.052904,0.023554,-0.036848,-0.078752
"SM C26:0","Sphingolipids",-0.0017088,0.075239,0.0055178,0.001763,0.010634
"Trigonelline","Alkaloids",-0.0017035,0.0075376,0.11256,0.0057608,0.059307
"TG(16:0_34:3)","Triacylglycerols",-0.0016015,0.090544,-0.056608,0.039332,0.0077379
"TG(18:2_35:1)","Triacylglycerols",-0.0015517,0.037896,-0.077597,-0.034223,-0.026753
"TG(18:1_30:2)","Triacylglycerols",0.0014817,0.028019,0.058157,-0.023564,-0.034924
"TG(20:4_36:3)","Triacylglycerols",-0.0012532,0.00029953,-0.044352,0.090338,-0.025046
"TG(16:1_34:2)","Triacylglycerols",-0.0010135,0.10241,-0.0062386,-0.033033,0.0044612
"HexCer(d18:2/16:0)","Glycosylceramides",-0.000888,0.078775,-0.045265,-0.027232,0.027148
"Cer(d18:1/26:1)","Ceramides",0.00075137,-0.0034203,-0.0041976,-0.054423,-0.041963
"TG(14:0_38:4)","Triacylglycerols",0.00059821,0.062222,0.045133,-0.01719,0.040667
"TG(18:1_33:0)","Triacylglycerols",-0.00054942,0.043402,0.02775,0.0053043,0.035187
"AbsAcid","Hormones",0.00053244,0.039189,-0.0092286,0.045066,0.035625
"TG(14:0_34:1)","Triacylglycerols",0.00046315,0.010144,-0.071217,0.01523,0.014386
"TG(20:3_34:1)","Triacylglycerols",-0.00036901,0.062088,0.034136,-0.040985,0.0309
"TG(18:1_34:4)","Triacylglycerols",0.00025052,0.052397,-0.045793,-0.056036,0.064954
"TG(22:5_34:1)","Triacylglycerols",0.00023346,0.035316,-0.063375,0.048917,0.055455
"DG-O(16:0_20:4)","Diacylglycerols",0.00016307,0.047831,0.039382,0.026881,-0.014718
